7-18-2010	18.2
7-19-2010	18.5
7-20-2010	17.5
7-21-2010	54.5
7-22-2010	41.2
7-23-2010	42
7-24-2010	24.2
7-25-2010	22.4
7-26-2010	21.4
7-27-2010	19.7
7-28-2010	17.6
7-29-2010	17.8
7-30-2010	18.3
7-31-2010	18.1
08-01-2010	17.9
08-02-2010	17.4
08-03-2010	16.8
08-04-2010	16.5
08-05-2010	17
08-06-2010	17.3
08-07-2010	17
08-08-2010	16.8
08-09-2010	16.4
08-10-2010	16.5
08-11-2010	16.5
08-12-2010	20.8
8-13-2010	16.5
8-14-2010	16
8-15-2010	20.6
8-16-2010	17.5
8-17-2010	17.2
8-18-2010	16.8
8-19-2010	16.3
8-20-2010	16.6
8-21-2010	17
8-22-2010	16.8
8-23-2010	16.9
8-24-2010	19.8
8-25-2010	17.9
8-26-2010	19.4
8-27-2010	19.4
8-28-2010	16.9
8-29-2010	17
8-30-2010	17.2
8-31-2010	17.1
09-01-2010	16.5
09-02-2010	16.8
09-03-2010	16.8
09-04-2010	62.3
09-05-2010	113
09-06-2010	38.7
09-07-2010	17.1
09-08-2010	16.3
09-09-2010	16.3
09-10-2010	16.3
09-11-2010	19.5
09-12-2010	20.5
9-13-2010	18.3
9-14-2010	17.5
9-15-2010	17.3
9-16-2010	18.3
9-17-2010	22.5
9-18-2010	17
9-19-2010	17.7
9-20-2010	17.7
9-21-2010	17.9
9-22-2010	17.3
9-23-2010	16.5
9-24-2010	16.3
9-25-2010	37
9-26-2010	23.3
9-27-2010	18.7
9-28-2010	17.2
9-29-2010	17.4
9-30-2010	17
10-01-2010	158
10-02-2010	403
10-03-2010	206
10-04-2010	118
10-05-2010	58.4
10-06-2010	38.3
10-07-2010	32.6
10-08-2010	29.6
10-09-2010	28.6
10-10-2010	24.2
10-11-2010	17.1
10-12-2010	14.7
10-13-2010	16.5
10-14-2010	17.6
10-15-2010	17
10-16-2010	30.2
10-17-2010	121
10-18-2010	76.1
10-19-2010	33.3
10-20-2010	23.8
10-21-2010	18.7
10-22-2010	83.9
10-23-2010	62
10-24-2010	41
10-25-2010	25.9
10-26-2010	20.5
10-27-2010	25
10-28-2010	30.2
10-29-2010	28.1
10-30-2010	24.9
10-31-2010	21
11-01-2010	36.4
11-02-2010	35.9
11-03-2010	28.2
11-04-2010	23.9
11-05-2010	19.9
11-06-2010	35.1
11-07-2010	96.7
11-08-2010	114
